course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,students_enrolled_numeric,combined_features,difficulty_encoded,certificate_encoded,popularity_score,cluster
object oriented java programming data structures and beyond,university of california san diego,specialization,4.7,intermediate,250k,250000.0,object oriented java programming data structures and beyond university of california san diego specialization intermediate,2,2,0.6678560881671323,9
object oriented programming in java,duke university,specialization,4.6,beginner,330k,330000.0,object oriented programming in java duke university specialization beginner,1,2,0.6841444473612435,3
object oriented data structures in c,university of illinois at urbana champaign,course,4.7,intermediate,21k,21000.0,object oriented data structures in c university of illinois at urbana champaign course intermediate,2,0,0.3517524230378841,1
object oriented design,university of alberta,course,4.7,intermediate,33k,33000.0,object oriented design university of alberta course intermediate,2,0,0.4094329822473752,2
oil gas industry operations and markets,duke university,course,4.8,mixed,57k,57000.0,oil gas industry operations and markets duke university course mixed,3,0,0.4983249205933036,7
open source software development linux and git,the linux foundation,specialization,4.4,beginner,13k,13000.0,open source software development linux and git the linux foundation specialization beginner,1,2,0.2331231668574291,3
operating systems and you becoming a power user,google,course,4.6,beginner,76k,76000.0,operating systems and you becoming a power user google course beginner,1,0,0.4967523352960805,3
operations analytics,university of pennsylvania,course,4.7,mixed,80k,80000.0,operations analytics university of pennsylvania course mixed,3,0,0.5224414919624327,7
optical engineering,university of colorado boulder,specialization,4.2,advanced,6.2k,6200.0,optical engineering university of colorado boulder specialization advanced,0,2,0.1003570921750756,3
organizational leadership,northwestern university,specialization,4.7,intermediate,92k,92000.0,organizational leadership northwestern university specialization intermediate,2,2,0.5402778351693631,2
osteoarchaeology the truth in our bones,universiteit leiden,course,4.7,beginner,22k,22000.0,osteoarchaeology the truth in our bones universiteit leiden course beginner,1,0,0.3576890752119981,3
palliative care it s not just hospice anymore,university of colorado system,specialization,4.8,beginner,3.2k,3200.0,palliative care it s not just hospice anymore university of colorado system specialization beginner,1,2,0.1308269365079108,3
palo alto networks cybersecurity,palo alto networks,specialization,4.6,beginner,9.1k,9100.0,palo alto networks cybersecurity palo alto networks specialization beginner,1,2,0.2258944637959876,3
parallel concurrent and distributed programming in java,rice university,specialization,4.5,intermediate,30k,30000.0,parallel concurrent and distributed programming in java rice university specialization intermediate,2,2,0.3589835099077265,2
particle physics an introduction,university of geneva,course,4.5,mixed,42k,42000.0,particle physics an introduction university of geneva course mixed,3,0,0.4019231996004579,7
patient safety,johns hopkins university,specialization,4.8,beginner,8.8k,8800.0,patient safety johns hopkins university specialization beginner,1,2,0.2599030279371273,4
patrocinio deportivo,universitat aut noma de barcelona,course,4.6,beginner,12k,12000.0,patrocinio deportivo universitat aut noma de barcelona course beginner,1,0,0.2611951425719176,3
people analytics,university of pennsylvania,course,4.5,mixed,84k,84000.0,people analytics university of pennsylvania course mixed,3,0,0.4903817791387195,7
perfect tenses and modals,university of california irvine,course,4.7,intermediate,79k,79000.0,perfect tenses and modals university of california irvine course intermediate,2,0,0.5208361960722723,9
periodismo digital y combate a las fake news,universidad nacional aut noma de m xico,course,4.9,beginner,8.9k,8900.0,periodismo digital y combate a las fake news universidad nacional aut noma de m xico course beginner,1,0,0.2804880668168796,3
photography basics and beyond from smartphone to dslr,michigan state university,specialization,4.7,beginner,160k,160000.0,photography basics and beyond from smartphone to dslr michigan state university specialization beginner,1,2,0.6109007931471058,0
plant bioinformatic methods,university of toronto,specialization,4.7,beginner,83k,83000.0,plant bioinformatic methods university of toronto specialization beginner,1,2,0.5271396683741183,3
politics and economics of international energy,sciences po,course,4.7,beginner,34k,34000.0,politics and economics of international energy sciences po course beginner,1,0,0.4132427319007079,3
positive psychiatry and mental health,the university of sydney,course,4.8,mixed,72k,72000.0,positive psychiatry and mental health the university of sydney course mixed,3,0,0.5281386024261714,7
positive psychology,the university of north carolina at chapel hill,course,4.7,mixed,180k,180000.0,positive psychology the university of north carolina at chapel hill course mixed,3,0,0.625932286939527,7
positive psychology applications and interventions,university of pennsylvania,course,4.8,beginner,23k,23000.0,positive psychology applications and interventions university of pennsylvania course beginner,1,0,0.3825049408727006,7
positive psychology martin e p seligman s visionary science,university of pennsylvania,course,4.8,beginner,50k,50000.0,positive psychology martin e p seligman s visionary science university of pennsylvania course beginner,1,0,0.4816032832587593,7
positive psychology resilience skills,university of pennsylvania,course,4.6,beginner,40k,40000.0,positive psychology resilience skills university of pennsylvania course beginner,1,0,0.4148398465061889,7
power electronics,university of colorado boulder,specialization,4.8,intermediate,67k,67000.0,power electronics university of colorado boulder specialization intermediate,2,2,0.5189534086018535,2
practical data science with matlab,mathworks,specialization,4.7,beginner,10k,10000.0,practical data science with matlab mathworks specialization beginner,1,2,0.257072361742785,3
practical time series analysis,the state university of new york,course,4.6,intermediate,39k,39000.0,practical time series analysis the state university of new york course intermediate,2,0,0.4116088457101816,0
preparing for the google cloud associate cloud engineer exam,google cloud,course,4.7,beginner,22k,22000.0,preparing for the google cloud associate cloud engineer exam google cloud course beginner,1,0,0.3576890752119981,8
preparing to manage human resources,university of minnesota,course,4.8,mixed,68k,68000.0,preparing to manage human resources university of minnesota course mixed,3,0,0.5208440958516478,7
presentation skills speechwriting slides and delivery,e learning development fund,specialization,4.6,beginner,47k,47000.0,presentation skills speechwriting slides and delivery e learning development fund specialization beginner,1,2,0.4354205648672473,2
